Date,Time/Seq,SMAC,SIP,Sport,DMAC,DIP,Dport,Protocol,GoodBad,AllowBlock,Comments
20180408,248,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY a.5.7.1.5.c.e.f.f.f.0.2.2.7.e.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY dch175A.local, ""QM"" question ANY 11.192.168.1.in-addr.arpa, ""QM"" question ANY dch.local, ""QM"" question A 192.168.1.11 PTR dch175A.local A 192.168.1.11 PTR dch.local AAAA fe80::6e72:20ff:fec5:175a PTR dch175A.local AAAA fe80::6e72:20ff:fec5:175a PTR dch.local",Safe protocol
20180408,249,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY a.5.7.1.5.c.e.f.f.f.0.2.2.7.e.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY dch175A.local, ""QM"" question ANY 11.192.168.1.in-addr.arpa, ""QM"" question ANY dch.local, ""QM"" question A 192.168.1.11 PTR dch175A.local A 192.168.1.11 PTR dch.local AAAA fe80::6e72:20ff:fec5:175a PTR dch175A.local AAAA fe80::6e72:20ff:fec5:175a PTR dch.local",Safe protocol
20180408,250,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0002 AAAA s3-us-west-2.amazonaws.com,Safe protocol
20180408,251,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 PTR, cache flush dch.local A, cache flush 192.168.1.11 PTR, cache flush dch175A.local A, cache flush 192.168.1.11 PTR, cache flush dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a PTR, cache flush dch175A.local AAAA, cache flush fe80::6e72:20ff:fec5:175a",Safe protocol
20180408,252,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0002 AAAA s3-us-west-2.amazonaws.com SOA ns-1568.awsdns-04.co.uk,Safe protocol
20180408,253,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0003 A s3-us-west-2.amazonaws.com,Safe protocol
20180408,254,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0003 A s3-us-west-2.amazonaws.com A 54.231.169.40 NS ns-1568.awsdns-04.co.uk NS ns-387.awsdns-48.com NS ns-671.awsdns-19.net NS ns-1397.awsdns-46.org A 205.251.193.131 A 205.251.194.159 A 205.251.197.117 A 205.251.198.32,Safe protocol
20180408,255,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294949774 TSecr=0 WS=2,Default
20180408,256,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY D-Link DCH-S160 Configuration Utility._http._tcp.local, ""QM"" question ANY D-Link HNAP Service._dhnap._tcp.local, ""QM"" question SRV 0 0 80 dch.local TXT SRV 0 0 80 dch.local TXT",Safe protocol
20180408,257,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1380 WS=256 SACK_PERM=1",source ip is relatively new
20180408,258,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=1 Ack=1 Win=5840 Len=0,Default
20180408,259,,192.168.1.11,,,54.231.169.40,,HTTP,,0,GET /static-us-west.dch.dlink.com/firmware/agent/DCH-S160/D-Link-DCH-S160-1.7.5-AX HTTP/1.1 ,Default
20180408,260,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY D-Link DCH-S160 Configuration Utility._http._tcp.local, ""QM"" question ANY D-Link HNAP Service._dhnap._tcp.local, ""QM"" question SRV 0 0 80 dch.local TXT SRV 0 0 80 dch.local TXT",Safe protocol
20180408,261,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=1 Ack=167 Win=15872 Len=0,source ip is relatively new
20180408,262,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=1 Ack=167 Win=15872 Len=388 [TCP segment of a reassembled PDU]",source ip is relatively new
20180408,263,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=389 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,264,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=1769 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,265,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=3149 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",source ip is relatively new
20180408,266,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=167 Ack=389 Win=6912 Len=0,Default
20180408,267,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=167 Ack=1769 Win=9672 Len=0,Default
20180408,268,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=167 Ack=3149 Win=12432 Len=0,Default
20180408,269,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=167 Ack=4529 Win=15192 Len=0,Default
20180408,270,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 ANY D-Link DCH-S160 Configuration Utility._http._tcp.local, ""QM"" question ANY D-Link HNAP Service._dhnap._tcp.local, ""QM"" question SRV 0 0 80 dch.local TXT SRV 0 0 80 dch.local TXT",Safe protocol
20180408,271,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=4529 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,272,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=5909 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,273,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=7289 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",source ip is relatively new
20180408,274,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=8669 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,275,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=167 Ack=5909 Win=17952 Len=0,Default
20180408,276,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=10049 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,277,,192.168.1.11,,,54.231.169.40,,TCP,,0,52410  >  80 [ACK] Seq=167 Ack=7289 Win=17952 Len=0,Default
20180408,278,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=11429 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",source ip is relatively new
20180408,279,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=12809 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,280,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=14189 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,281,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=15569 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,282,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=16949 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,283,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=18329 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,284,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=8669 Win=17952 Len=0,Previously seen source. Letting through.
20180408,285,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=10049 Win=17952 Len=0,Previously seen source. Letting through.
20180408,286,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=11429 Win=17952 Len=0,Previously seen source. Letting through.
20180408,287,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=14189 Win=17952 Len=0,Previously seen source. Letting through.
20180408,288,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=16949 Win=17952 Len=0,Previously seen source. Letting through.
20180408,289,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=19709 Win=17952 Len=0,Previously seen source. Letting through.
20180408,290,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 TXT, cache flush PTR D-Link HNAP Service._dhnap._tcp.local SRV, cache flush 0 0 80 dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a A, cache flush 192.168.1.11 TXT, cache flush PTR _dhnap._tcp.local PTR D-Link DCH-S160 Configuration Utility._http._tcp.local SRV, cache flush 0 0 80 dch.local PTR _http._tcp.local",Safe protocol
20180408,291,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query 0x0000 PTR D-Link HNAP Service._dhnap._tcp.local, ""QM"" question",Safe protocol
20180408,292,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=19709 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,293,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=21089 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,294,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=22469 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,295,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=23849 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,296,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=25229 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,297,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=22469 Win=17952 Len=0,Previously seen source. Letting through.
20180408,298,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=26609 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,299,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=25229 Win=17952 Len=0,Previously seen source. Letting through.
20180408,300,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=27989 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,301,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=27989 Win=17952 Len=0,Previously seen source. Letting through.
20180408,302,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=29369 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,303,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=30749 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,304,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=32129 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,305,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=33509 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,306,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=30749 Win=17952 Len=0,Previously seen source. Letting through.
20180408,307,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=34889 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,308,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=36269 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,309,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=33509 Win=17952 Len=0,Previously seen source. Letting through.
20180408,310,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=36269 Win=17952 Len=0,Previously seen source. Letting through.
20180408,311,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=37649 Win=17952 Len=0,Previously seen source. Letting through.
20180408,312,,192.168.1.11,,,224.0.0.251,,MDNS,,1,"Standard query response 0x0000 PTR, cache flush dch.local A, cache flush 192.168.1.11 PTR, cache flush dch175A.local PTR, cache flush dch.local AAAA, cache flush fe80::6e72:20ff:fec5:175a PTR, cache flush dch175A.local",Safe protocol
20180408,313,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=37649 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,314,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=39029 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,315,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=40409 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,316,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=41789 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,317,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=43169 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,318,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=44549 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,319,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=40409 Win=17952 Len=0,Previously seen source. Letting through.
20180408,320,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=43169 Win=17952 Len=0,Previously seen source. Letting through.
20180408,321,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=45929 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,322,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=45929 Win=17952 Len=0,Previously seen source. Letting through.
20180408,323,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=47309 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,324,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=48689 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,325,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=50069 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,326,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=51449 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,327,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=52829 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,328,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=48689 Win=17952 Len=0,Previously seen source. Letting through.
20180408,329,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=51449 Win=17952 Len=0,Previously seen source. Letting through.
20180408,330,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=54209 Win=17952 Len=0,Previously seen source. Letting through.
20180408,331,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=54209 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,332,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=55589 Win=17952 Len=0,Previously seen source. Letting through.
20180408,333,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=55589 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,334,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=56969 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,335,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=58349 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,336,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=59729 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,337,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=61109 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,338,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=62489 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,339,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=58349 Win=17952 Len=0,Previously seen source. Letting through.
20180408,340,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=63869 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,341,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=65249 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,342,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=66629 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,343,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=68009 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,344,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=69389 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,345,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=70769 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,346,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=61109 Win=17952 Len=0,Previously seen source. Letting through.
20180408,347,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=63869 Win=17952 Len=0,Previously seen source. Letting through.
20180408,348,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=66629 Win=17952 Len=0,Previously seen source. Letting through.
20180408,349,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=69389 Win=17952 Len=0,Previously seen source. Letting through.
20180408,350,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=72149 Win=17952 Len=0,Previously seen source. Letting through.
20180408,351,,52.28.161.134,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  42008 [ACK] Seq=3987 Ack=544 Win=3120 Len=0,source ip is relatively new
20180408,352,,192.168.1.11,,,52.28.161.134,,TCP,,1,[TCP Keep-Alive ACK] 42008  >  443 [ACK] Seq=544 Ack=3988 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,353,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=72149 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,354,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=73529 Win=17952 Len=0,Previously seen source. Letting through.
20180408,355,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=73529 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,356,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=74909 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,357,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=76289 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,358,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=77669 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,359,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=76289 Win=17952 Len=0,Previously seen source. Letting through.
20180408,360,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=79049 Win=17952 Len=0,Previously seen source. Letting through.
20180408,361,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=79049 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,362,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=80429 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,363,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=81809 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,364,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=83189 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,365,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=84569 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,366,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=85949 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,367,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=87329 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,368,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=88709 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,369,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=81809 Win=17952 Len=0,Previously seen source. Letting through.
20180408,370,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=84569 Win=17952 Len=0,Previously seen source. Letting through.
20180408,371,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=87329 Win=17952 Len=0,Previously seen source. Letting through.
20180408,372,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=90089 Win=17952 Len=0,Previously seen source. Letting through.
20180408,373,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=90089 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,374,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=91469 Win=17952 Len=0,Previously seen source. Letting through.
20180408,375,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=91469 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,376,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=92849 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,377,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=94229 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,378,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=95609 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,379,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=94229 Win=17952 Len=0,Previously seen source. Letting through.
20180408,380,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=96989 Win=17952 Len=0,Previously seen source. Letting through.
20180408,381,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=96989 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,382,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=98369 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,383,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=99749 Win=17952 Len=0,Previously seen source. Letting through.
20180408,384,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=99749 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,385,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=101129 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,386,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=102509 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,387,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=103889 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
